url,host,page_entropy,num_script_tags,script_to_body_ratio,html_length,page_tokens,num_sentences,num_punctuations,distinct_tokens,capitalizations,avg_tokens_per_sentence,num_html_tags,num_hidden_tags,num_iframes,num_embeds,num_objects,hyperlinks,num_whitespaces,num_included_elemets,num_double_documents,num_suspicious_elements,num_eval_functions,avg_script_length,avg_script_entropy,num_suspicious_functions,num_subdomains,registration_date,expiration_date,last_updates_dates,age,intended_life_span,life_remaining,registrar,reg_country,host_country,open_ports,num_open_ports,is_live,isp,connection_speed,avg_update_days,total_updates,ttl,tld,scheme,url_length,path_length,host_length,host_is_ip,has_port_in_string,num_digits,parameters,fragments,is_encoded,string_entropy,alexa_dis_similarity,subdirectories,periods,has_client,has_login,has_admin,has_server,num_encoded_chars,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,dns_record,page_rank,label
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-mo-dia-chat-nam-2014-482415.html,58.187.8.10,5.468901701,85,0.262965748,82448,6932,1579,12780,2780,2410,5.348955035,869,0,1,0,0,242,5591,35,0,53,0,254.0823529,2.856922594,5,1,None,None,None,0,0,0,,,Viet Nam,"[80, 161, 8080, 443, 53]",5,TRUE,FPT Telecom Company,0.096729,0,0,0,vn,http,83,61,15,FALSE,FALSE,10,0,0,FALSE,4.298283753,0,3,3,FALSE,FALSE,FALSE,FALSE,0,83,15,0,3,10,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.120481928,0,0,0,0,0,0,3,1,0,0,1,0,14,0,2,8,2,8,8,6,4,8,3.692307692,0,0,0,0,0,0,0,1,13.51351351,0,7.692307692,92.30769231,0,0,0,10.34482759,0,0,0,1,1,1,0,0,5,normal
http://mashable.com/category/entertainment/2015/05/12/thor-female-identity-revealed,104.18.12.9,5.356201753,20,0.098697338,70164,3958,1366,9710,1729,2756,3.876281113,493,3,1,0,0,98,4454,11,0,128,0,345.3,2.387390329,0,2,None,None,None,0,0,0,,,United States,"[2096, 2082, 2083, 2086, 2087, 80, 8880, 8080, 8443, 443]",10,TRUE,"Cloudflare, Inc.",0.165685,0,0,0,com,http,83,64,12,FALSE,FALSE,8,0,0,FALSE,4.352542018,0,7,1,FALSE,FALSE,FALSE,FALSE,0,83,12,0,1,3,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.096385542,0,0,0,0,0,0,1,0,0,0,1,0,10,0,2,8,2,13,8,13,6.3,8,6.111111111,0,0,0,0,0,0,0,1,46.42857143,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,1216,0,7,normal
http://avxhome.se/comics/batman_-_arkham_knight_004_2015_digital_print_version.html,5.182.210.109,5.188122603,8,0.021952156,195425,6212,4632,30651,2546,4250,2.163644214,714,0,0,0,0,177,20670,4,0,3,0,535.375,2.397131157,1,1,None,None,None,0,0,0,,,Netherlands,"[80, 443, 4949]",3,TRUE,SKB Enterprise B.V.,0.556793,0,0,0,se,http,83,66,10,FALSE,FALSE,7,0,0,FALSE,4.547753252,0,3,2,FALSE,FALSE,FALSE,FALSE,0,83,10,0,2,1,0,0,0,0,0,8,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.084337349,0,0,0,0,0,0,2,0,0,0,1,0,11,1,3,7,3,7,7,7,5.545454545,7,5.4,0,0,0,0,0,0,0,1,30,0,100,0,0,0,0,100,0,0,0,1,1,0,328,0,4,normal
http://bdnews24.com/politics/2015/04/28/ajm-nasir-uddin-confident-of-chittagong-win,104.18.92.198,5.169128786,16,0.726035532,488348,7829,3673,117237,3507,15010,2.928124149,409,0,1,0,0,52,8808,4,0,72,0,22158.9375,3.86298941,3,1,None,None,None,0,0,0,,,United States,"[2096, 2082, 8443, 2052, 2087, 80, 8080, 443]",8,TRUE,"Cloudflare, Inc.",0.151492,0,0,0,com,http,83,64,12,FALSE,FALSE,10,0,0,FALSE,4.56963815,0,6,1,FALSE,FALSE,FALSE,FALSE,0,83,12,0,1,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.120481928,0.166666667,0,0,0,0,0,1,0,0,0,1,0,12,2,2,8,2,10,8,10,5.083333333,8,4.818181818,0,0,0,0,0,0,0,1,16.66666667,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,3082,0,5,normal
http://gizmodo.com/the-best-look-yet-at-samsungs-round-galaxy-smartwatch-1704016936,151.101.2.166,5.429094126,56,0.127428014,225390,8770,6358,42122,4422,6256,2.174897767,509,0,1,0,0,45,7990,40,0,45,0,511.8928571,1.340355145,3,42,None,None,None,0,0,0,,,United States,"[80, 443]",2,TRUE,"Fastly, Inc.",0.170923,0,0,0,com,http,83,65,11,FALSE,FALSE,10,0,0,FALSE,4.66205069,0,2,1,FALSE,FALSE,FALSE,FALSE,0,83,11,1,1,9,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.120481928,0,0,0,0,0,0,1,0,0,0,1,0,11,1,2,7,2,10,7,10,5.636363636,7,5.5,0,0,0,0,0,0,0,1,78.46153846,0,98.79518072,1.204819277,0,0,0,30,0,0,0,0,1,0,102,0,7,normal
http://kakaku.com/pc/note-pc-cooler/ranking_0146/pricedown/div-gpt-ad-k/header_text,103.70.243.165,5.447018146,49,0.116081098,79410,4205,924,9418,1260,3026,5.54004329,1402,0,3,0,0,182,4120,32,0,10,0,187.1428571,1.933696464,3,1,None,None,None,0,0,0,,,Japan,"[80, 443]",2,TRUE,"Kakaku.com, Inc.",0.470372,0,0,0,com,http,83,66,10,FALSE,FALSE,4,0,0,FALSE,4.454168584,0,7,1,FALSE,FALSE,FALSE,FALSE,0,83,10,0,1,5,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.048192771,0,0,0,0,0,0,1,0,0,0,1,0,14,1,1,6,1,9,6,9,4.214285714,6,4.076923077,0,0,0,0,0,0,0,1,33.33333333,0,6.976744186,93.02325581,0,0,0,16,0,0,0,1,1,0,108,0,5,normal
http://kakaku.com/golf/fairway-wood/ranking_6112/pricedown/div-gpt-ad-k/header_text,103.70.243.165,5.532369616,49,0.081185783,113579,6256,1128,12712,1352,4361,6.537234043,2094,0,3,0,0,246,5629,32,0,9,0,187.2040816,1.933360032,3,1,None,None,None,0,0,0,,,Japan,"[80, 443]",2,TRUE,"Kakaku.com, Inc.",0.472437,0,0,0,com,http,83,66,10,FALSE,FALSE,4,0,0,FALSE,4.554441885,0,7,1,FALSE,FALSE,FALSE,FALSE,0,83,10,0,1,4,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.048192771,0,0,0,0,0,0,1,1,0,0,1,0,13,2,1,6,1,9,6,9,4.615384615,6,4.5,0,0,0,0,0,0,0,1,33.33333333,0,6.976744186,93.02325581,0,0,0,16,0,0,0,1,1,0,108,0,5,normal
http://bdnews24.com/bangladesh/2015/05/12/38kg-gold-recovered-at-chittagong-airport,104.18.92.198,5.167058417,16,0.723127923,477224,6943,3637,115832,3398,14509,2.713225186,399,0,1,0,0,52,7943,4,0,72,0,21567.4375,3.876363897,3,1,None,None,None,0,0,0,,,United States,"[2096, 2082, 8443, 2052, 2087, 80, 8080, 443]",8,TRUE,"Cloudflare, Inc.",0.15685,0,0,0,com,http,83,64,12,FALSE,FALSE,12,0,0,FALSE,4.637340494,0,6,1,FALSE,FALSE,FALSE,FALSE,0,83,12,0,1,5,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.144578313,0.166666667,0,0,0,0,0,1,0,0,0,1,0,11,1,2,8,2,10,8,10,5.636363636,8,5.4,0,0,0,0,0,0,0,1,16.66666667,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,3082,0,5,normal
http://mashable.com/category/twitter/2015/04/30/twitter-poems-national-poetry-month,104.18.12.9,5.348373047,20,0.095896101,72224,4092,1323,9925,1757,2783,4.07558579,557,3,1,0,0,131,4578,11,0,126,0,345.35,2.386663337,0,2,None,None,None,0,0,0,,,United States,"[2096, 2082, 2083, 2086, 2087, 80, 8880, 8080, 8443, 443]",10,TRUE,"Cloudflare, Inc.",0.161367,0,0,0,com,http,83,64,12,FALSE,FALSE,8,0,0,FALSE,4.357892708,0,7,1,FALSE,FALSE,FALSE,FALSE,0,83,12,0,1,4,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.096385542,0,0,0,0,0,0,1,0,0,0,1,0,11,2,2,8,2,8,8,8,5.636363636,8,5.4,0,0,0,0,0,0,0,1,46.42857143,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,1216,0,7,normal
http://caixa.gov.br/voce/poupanca-e-investimentos/?pk_campaign=cross&pk_kwd=L12I135,200.201.166.253,5.137496131,73,0.063673218,295022,9079,1437,18402,3149,61142,7.254001392,1693,0,2,0,0,272,46506,25,0,112,0,256.3424658,3.891660872,3,1,8/20/1997 0:00,None,11/29/2016 0:00,9344,0,0,0,,Brazil,"[80, 443]",2,TRUE,CAIXA ECONOMICA FEDERAL,0.424242,0,0,9344,br,http,83,31,12,FALSE,FALSE,5,2,0,FALSE,4.748920312,0,4,2,FALSE,FALSE,FALSE,FALSE,0,83,12,0,2,2,0,1,1,0,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.060240964,0,0,0,0,0,0,2,0,0,0,4,0,11,1,1,5,1,13,5,13,5.272727273,5,5.3,0,0,0,0,0,0,0,0,100,0,75,25,0,0,0,93.61702128,0,0,0,0,0,0,0,0,5,normal
http://kakaku.com/pc/ic-card-reader/ranking_0528/pricedown/div-gpt-ad-k/header_text,103.70.243.165,5.515997768,47,0.166344116,54255,2988,677,6663,1110,1842,5.398818316,853,0,3,0,0,108,3318,32,0,10,0,191.0425532,1.809707261,3,1,None,None,None,0,0,0,,,Japan,"[80, 443]",2,TRUE,"Kakaku.com, Inc.",0.484909,0,0,0,com,http,83,66,10,FALSE,FALSE,4,0,0,FALSE,4.382578481,0,7,1,FALSE,FALSE,FALSE,FALSE,0,83,10,0,1,5,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.048192771,0,0,0,0,0,0,1,0,0,0,1,0,14,0,1,6,1,9,6,9,4.214285714,6,4.076923077,0,0,0,0,0,0,0,1,33.33333333,0,6.976744186,93.02325581,0,0,0,16,0,0,0,1,1,0,108,0,5,normal
http://correios.com.br/sobre-correios/sustentabilidade/vertente-ambiental/ecopostal,201.48.198.80,3.567114224,13,0.008017843,120606,4980,896,7268,1645,1141,6.522321429,772,0,1,0,0,173,57484,9,0,15,0,73.46153846,1.812732295,0,3,10/16/1997 0:00,None,9/12/2022 0:00,9287,0,0,0,,Brazil,"[80, 443]",2,TRUE,ALGAR TELECOM S/A,1.538538,0,0,9287,br,http,83,61,15,FALSE,FALSE,0,0,0,FALSE,4.078420499,0,5,2,FALSE,FALSE,FALSE,FALSE,0,83,15,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,7,2,5,8,5,16,8,16,9,8,9.166666667,0,0,0,0,0,0,0,0,50,0,90.90909091,9.090909091,0,0,0,50,0,0,0,0,1,0,2050,0,6,normal
http://indianexpress.com/article/india/india-others/if-you-want-to-help-the-farmer/,23.76.212.10,5.205237963,103,0.231209505,170698,9816,1729,24919,3791,5854,6.594563331,1148,0,0,0,0,304,9130,50,0,10,1,382.184466,2.405816865,6,16,8/18/1998 4:00,8/17/2024 4:00,4/11/2022 16:44,8981,9496,514,"MarkMonitor, Inc.",US,Hong Kong,"[80, 443]",2,TRUE,"Akamai Technologies, Inc.",0.203935,0,0,8981,com,http,83,59,17,FALSE,FALSE,0,0,0,FALSE,4.211188151,0,6,1,FALSE,FALSE,FALSE,FALSE,0,83,17,0,1,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,12,1,2,13,2,13,13,7,5,13,4.272727273,0,0,0,0,0,0,0,1,57.14285714,0,98.01980198,1.98019802,0,0,0,4.761904762,0,0,0,1,1,0,426,0,6,normal
http://mylust.com/videos/19544/emotional-sex-with-my-beautiful-20-yo-pregnant-wife/,104.21.33.250,4.279226066,33,0.065196998,164164,8052,944,14018,2358,2348,9.454449153,1424,0,2,0,0,231,57971,18,0,3,0,323.3636364,2.504046243,3,0,None,None,None,0,0,0,,,United States,"[8080, 2082, 2083, 2052, 2053, 2086, 2087, 2095, 80, 8880, 8443, 443]",12,TRUE,"Cloudflare, Inc.",0.968806,0,0,0,com,http,83,66,10,FALSE,FALSE,7,0,0,FALSE,4.635043764,0,5,1,FALSE,FALSE,FALSE,FALSE,0,83,10,0,1,8,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.084337349,0,0,0,0,0,0,1,0,1,0,1,0,12,1,2,6,2,9,6,9,5,6,4.909090909,0,0,0,0,0,0,0,0,77.77777778,0,100,0,0,0,0,0,0,0,0,0,0,0,609,0,4,normal
http://ap.org/Content/AP-In-The-News/2012/Edwin-Q-White-former-AP-Saigon-chief-dies,23.42.164.175,4.894454165,27,0.079100145,38584,2431,325,5220,1221,594,8.335384615,498,0,1,0,0,113,5644,19,0,54,0,112.0740741,1.58113474,2,13,8/18/1998 4:00,8/17/2024 4:00,4/11/2022 16:44,8981,9496,514,"MarkMonitor, Inc.",US,Hong Kong,"[80, 443]",2,TRUE,"Akamai Technologies, Inc.",0.007629,0,0,8981,org,http,83,70,6,FALSE,FALSE,4,0,0,FALSE,4.260303968,0,5,1,FALSE,FALSE,FALSE,FALSE,0,83,6,0,1,10,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.048192771,0,0,0,0,0,0,1,0,0,0,3,0,15,0,1,2,1,7,2,7,3.866666667,2,4,1,0,0,0,0,0,0,0,97.14285714,0,66.66666667,33.33333333,0,0,0,70,0,0,0,1,1,0,1952,0,6,normal
http://indianexpress.com/article/opinion/columns/out-of-my-mind-playing-with-lives/,104.84.166.52,5.224283942,103,0.218882193,164769,8788,1734,24798,3608,5865,5.989619377,1147,0,0,0,0,314,8084,50,0,12,1,349.1553398,2.40456106,6,16,8/18/1998 4:00,8/17/2024 4:00,4/11/2022 16:44,8981,9496,514,"MarkMonitor, Inc.",US,Hong Kong,"[80, 443]",2,TRUE,"Akamai Technologies, Inc.",0.208291,0,0,8981,com,http,83,59,17,FALSE,FALSE,0,0,0,FALSE,4.327192932,0,6,1,FALSE,FALSE,FALSE,FALSE,0,83,17,0,1,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11,1,2,13,2,13,13,7,5.545454545,13,4.8,0,0,0,0,0,0,0,1,57.14285714,0,98.01980198,1.98019802,0,0,0,4.761904762,0,0,0,1,1,0,426,0,6,normal
http://kakaku.com/fitness/treadmill/ranking_7734/pricedown/div-gpt-ad-k/header_text,103.70.243.165,5.528694914,47,0.178474894,50685,2790,603,6187,1062,1495,5.610281924,791,0,3,0,0,105,3158,32,0,13,0,191.4893617,1.809854785,3,1,None,None,None,0,0,0,,,Japan,"[80, 443]",2,TRUE,"Kakaku.com, Inc.",0.452025,0,0,0,com,http,83,66,10,FALSE,FALSE,4,0,0,FALSE,4.531548698,0,7,1,FALSE,FALSE,FALSE,FALSE,0,83,10,0,1,3,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.048192771,0,0,0,0,0,0,1,0,0,0,1,0,12,3,1,6,1,9,6,9,5.083333333,6,5,0,0,0,0,0,0,0,1,33.33333333,0,6.976744186,93.02325581,0,0,0,16,0,0,0,1,1,0,108,0,5,normal
